     ID   Sire    Dam  Sex Bred     TBV01     Phe01     TBV02     Phe02
  010001  000001  000020  1  1      0.965794503689      0.575269937515      0.052027139813      3.251699600369
  010002  000001  000020  2  1      1.609820485115      3.742669701576      0.788851857185     -2.780287146568
  010003  000001  000020  1  1      1.408333182335     -2.393542170525      1.145358204842      1.627388805151
  010004  000001  000020  2  1      0.788745999336      5.044386982918     -0.722034394741     -1.264638662338
  010005  000001  000020  1  1      1.737224221230      2.087505191565      0.502507507801      1.297762513161
  010006  000001  000020  2  1      0.653967976570      5.662940621376      1.802985548973      0.325795054436
  010007  000001  000020  1  1     -0.020817093551     -0.652953021228     -0.001583125209      0.123282458866
  010008  000001  000020  2  1      1.128312110901     -3.372912406921      1.638842463493      5.857964873314
  010009  000001  000020  1  1     -0.439615666866     -2.415761172771     -0.688746213913     -1.366242766380
  010010  000001  000020  2  1      1.173502802849      2.523419499397      0.094049789011     -1.147423885763
  010011  000001  000020  1  1      0.782419919968      1.891420483589      1.118500947952      1.671247303486
  010012  000001  000020  2  1      0.475491523743      4.773867130280     -0.293428838253      1.051478207111
  010013  000001  000020  1  1      0.776450812817      5.099986732006     -0.185393080115     -1.956945404410
  010014  000001  000020  2  1      0.584912359715     -0.527553975582      0.527743935585      0.923519015312
  010015  000001  000020  1  1      1.802383661270      5.222170591354      1.718069672585      0.909796118736
  010016  000001  000020  2  1     -0.513237059116      1.569990813732     -1.189688444138     -2.042340934277
  010017  000001  000020  1  1      1.379165291786      3.629589915276      1.190253376961      4.692599892616
  010018  000001  000020  2  1      0.531892716885     -2.955122053623      0.587875843048     -0.069499671459
  010019  000001  000020  1  1      0.546023249626      0.633544646204     -1.302857518196     -1.560735940933
  010020  000001  000020  2  1      0.790482699871     -1.425834000111      0.746737957001      0.567141681910
  010021  000003  000002  1  1     -0.389156937599      0.895482420921      0.930249273777      0.679848164320
  010022  000003  000002  2  1      0.336194694042     -3.531195938587      1.888438582420      2.561895787716
  010023  000003  000002  1  1      0.078967370093     -1.784904442728      1.898953676224      4.103864192963
  010024  000003  000002  2  1     -0.204059004784     -3.929639220238     -0.322011590004      3.108400225639
  010025  000003  000002  1  1      0.799614846706     -2.215254366398      1.843936443329     -0.627509355545
  010026  000003  000002  2  1     -1.431765556335      2.360811233521     -1.329199314117     -2.773417234421
  010027  000003  000002  1  1     -0.386392354965      2.132252693176     -0.230878815055      1.698569908738
  010028  000003  000002  2  1     -0.408515423536     -0.944451004267      0.767498314381     -0.394887626171
  010029  000003  000002  1  1     -1.227988123894     -5.161141753197     -0.265256822109      1.778233349323
  010030  000003  000002  2  1     -0.559476435184      0.632361948490     -0.192895352840     -2.745812356472
  010031  000003  000002  1  1     -0.965986728668     -1.754482746124     -0.291116237640      0.699629962444
  010032  000003  000002  2  1     -0.553725361824     -3.154092431068      1.378239035606     -0.042375564575
  010033  000003  000002  1  1     -1.850437283516     -4.320379376411     -2.275638818741     -4.257223129272
  010034  000003  000002  2  1      0.346482843161     -2.094225317240      1.662593126297     -2.299018144608
  010035  000003  000002  1  1     -0.838728427887      2.177223682404      1.126070141792     -0.382464289665
  010036  000003  000002  2  1     -1.273278474808     -4.619694471359     -1.154563903809     -4.489777565002
  010037  000003  000002  1  1     -0.288971453905     -2.675135165453      0.870350956917      0.503275960684
  010038  000003  000002  2  1     -0.288003712893     -1.932792931795      0.100402995944      1.418722316623
  010039  000003  000002  1  1     -1.706576347351      0.168001890182     -1.014732241631     -1.179935485125
  010040  000003  000002  2  1     -0.137866422534      1.071169093251      1.202788710594      1.251108217984
  010041  000005  000062  1  1      0.814400911331     -0.055513858795      2.007874011993      2.977118611336
  010042  000005  000062  2  1      0.387976348400      1.772699058056      1.341359257698      2.157631218433
  010043  000005  000062  1  1      0.646083116531     -1.284729480743      0.615117907524     -2.038236021996
  010044  000005  000062  2  1      0.927103459835      3.024280965328     -0.093953184783      0.688311047852
  010045  000005  000062  1  1      0.595776677132     -2.861854910851      1.766130208969      1.485411524773
  010046  000005  000062  2  1      0.514587461948     -1.312488019466      0.567862153053     -1.310172915459
  010047  000005  000062  1  1      1.642315149307      4.546111345291      1.755753278732      0.749237418175
  010048  000005  000062  2  1      0.116089664400     -2.988328374922      0.590305984020     -2.525867283344
  010049  000005  000062  1  1      0.375083148479     -4.422059357166      1.423273682594      0.035661101341
  010050  000005  000062  2  1      0.215296909213      2.502380058169      0.629987537861      1.993046820164
  010051  000005  000062  1  1      0.516257464886      2.156292736530      0.603755295277      2.449811637402
  010052  000005  000062  2  1      0.408211231232     -0.003870964050     -0.376038551331     -2.646942615509
  010053  000005  000062  1  1      0.803768873215     -3.359970808029      2.215380907059     -0.694156408310
  010054  000005  000062  2  1      0.247588291764      1.109329476953     -0.460402935743     -1.321231871843
  010055  000005  000062  1  1      0.071306779981     -1.712572142482     -1.254066467285     -1.173798725009
  010056  000005  000062  2  1      1.235531568527      0.135584592819      2.261769294739     -1.425671339035
  010057  000005  000062  1  1      0.340792387724     -0.809456855059     -0.517214179039     -2.071374773979
  010058  000005  000062  2  1      0.954546153545     -0.839401066303     -0.128031030297     -0.037775397301
  010059  000005  000062  1  1     -0.361878126860     -2.264257043600      0.483612567186      1.823292523623
  010060  000005  000062  2  1      0.384502023458     -0.770415455103      0.078096456826     -1.255573324859
  010061  000007  000068  1  1      1.184178233147     -0.580442547798      2.372928857803      0.863630652428
  010062  000007  000068  2  1     -0.530766844749      0.223569154739     -0.842338740826     -1.051370829344
  010063  000007  000068  1  1      0.424723446369      7.534299671650      2.622822761536      5.359181642532
  010064  000007  000068  2  1     -0.384191870689      2.638476729393      0.779465019703      0.761073255911
  010065  000007  000068  1  1      0.771754980087      0.622820749879      3.047281742096     -0.111326456070
  010066  000007  000068  2  1      0.290821313858     -2.722919464111     -1.307335138321     -2.898386359215
  010067  000007  000068  1  1      0.209705203772     -1.761549383402      1.009143471718     -3.231197714806
  010068  000007  000068  2  1     -0.681221306324     -1.766428530216     -0.884618282318     -4.170583963394
  010069  000007  000068  1  1      0.743808329105     -0.033887207508      2.105127334595      2.991257250309
  010070  000007  000068  2  1      0.413735061884     -2.029756873846      0.060488823801      1.847800377756
  010071  000007  000068  1  1      0.693491935730     -3.723779678345      2.046097517014     -0.350103139877
  010072  000007  000068  2  1     -0.313058912754      2.160998761654     -0.544147551060      0.836655676365
  010073  000007  000068  1  1      2.030872583389     -0.535031795502      1.520720243454      1.520077632158
  010074  000007  000068  2  1      0.827865362167     -2.441058874130      0.943063795567      2.084992706776
  010075  000007  000068  1  1      0.558594822884     -1.709675192833      1.414603590965      1.210837632418
  010076  000007  000068  2  1      0.098624430597      0.816252432764     -0.246773719788     -1.143837869167
  010077  000007  000068  1  1      1.728394865990      5.209672331810      0.389082640409     -3.223651915789
  010078  000007  000068  2  1      0.549085617065     -5.813483238220     -0.207005545497     -0.238016698509
  010079  000007  000068  1  1      0.664056777954      1.092759549618      1.001521945000     -3.243919014931
  010080  000007  000068  2  1      1.309116125107      7.965447664261      1.091872453690      1.289474725723
  010081  000009  000082  1  1      0.639412879944     -2.427348613739     -0.763023018837     -2.512036204338
  010082  000009  000082  2  1      0.038868598640      0.158480875194     -1.471970558167     -3.824293375015
  010083  000009  000082  1  1      0.319354563951     -4.228978604078     -0.457810908556     -0.074687063694
  010084  000009  000082  2  1      1.578247904778      5.689334750175      0.251616984606     -3.450331419706
  010085  000009  000082  1  1      0.627185225487     -0.686875939369     -0.884989738464     -2.796207070351
  010086  000009  000082  2  1     -0.390533119440     -3.496265560389     -2.386387109756     -3.446251034737
  010087  000009  000082  1  1      2.075350522995      2.669723570347      0.804450154305      1.164057731628
  010088  000009  000082  2  1     -0.545514345169     -5.618927240372     -1.465449213982     -6.231843829155
  010089  000009  000082  1  1      0.774443626404      2.618529558182     -0.551594078541     -1.201421082020
  010090  000009  000082  2  1      0.203893855214      0.587965741754     -2.332256555557     -6.966660737991
  010091  000009  000082  1  1     -0.596059858799      1.216578185558     -0.740999639034      4.168475687504
  010092  000009  000082  2  1      1.133782863617      1.345549345016      0.101597227156     -0.337481044233
  010093  000009  000082  1  1      1.198983669281      2.383304357529      1.373020887375      0.164442062378
  010094  000009  000082  2  1      1.304902553558      5.838367938995      0.344596803188      4.132002532482
  010095  000009  000082  1  1      0.073031537235      1.786671631038     -2.811376333237     -4.718747258186
  010096  000009  000082  2  1      0.007678432856      3.509618444834     -0.505341529846     -1.163760244846
  010097  000009  000082  1  1      0.050997450948     -2.622705742717     -0.046822432429      4.363831635565
  010098  000009  000082  2  1     -0.056201677769      0.782409030944     -0.717839241028     -0.446516275406
  010099  000009  000082  1  1     -0.584507822990     -3.956562399864     -1.725349187851     -3.687027215958
  010100  000009  000082  2  1      0.429268598557     -4.445002317429     -1.437420129776     -7.304133176804
  010101  000011  000012  1  1      0.634886443615     -3.980088055134     -0.381761163473     -3.706628888845
  010102  000011  000012  2  1      2.046121120453      0.997648000717      1.304799318314      6.466910123825
  010103  000011  000012  1  1      0.479349434376      0.389123067260      0.132914379239      0.478220149875
  010104  000011  000012  2  1      1.773743748665      1.884334340692      0.951830744743     -0.981672883034
  010105  000011  000012  1  1      1.083814620972     -0.351831197739      0.405976235867      2.892386376858
  010106  000011  000012  2  1      1.716100573540      8.768558382988      1.528962969780      0.265463948250
  010107  000011  000012  1  1      1.502970576286     -0.517106652260      1.926242947578      6.996924042702
  010108  000011  000012  2  1      0.963906109333      3.557000696659      1.170738101006      1.960372984409
  010109  000011  000012  1  1      1.068380475044     -0.644016146660      0.632401943207      0.702445715666
  010110  000011  000012  2  1      1.939458727837     -2.162746548653      1.186045646667     -0.243749618530
  010111  000011  000012  1  1      2.266889333725     -2.278189420700      1.157084226608     -0.118133068085
  010112  000011  000012  2  1      2.624782085419     -0.373393774033      2.700203895569      6.314640522003
  010113  000011  000012  1  1      1.775107383728      3.312728166580      2.336168766022      5.280873298645
  010114  000011  000012  2  1      1.634894013405      0.294249296188      1.570235729218     -0.017144680023
  010115  000011  000012  1  1      0.707615137100      2.572865009308      0.229975685477     -0.933765903115
  010116  000011  000012  2  1      1.341594576836     -3.543172478676      1.064945459366      4.729339838028
  010117  000011  000012  1  1      0.437173217535      8.273428291082     -0.517244338989      1.104919672012
  010118  000011  000012  2  1      1.124085783958      4.396983981133      1.764265179634      2.572541773319
  010119  000011  000012  1  1      2.098225831985      4.691154718399      1.894227385521      0.571504712105
  010120  000011  000012  2  1      1.464154958725      0.580676078796      1.885077834129      3.833603382111
  010121  000013  000018  1  1      0.307541519403      2.216109544039     -0.195188954473      1.119956299663
  010122  000013  000018  2  1      1.236845016479      2.151434779167      3.054616212845      4.199958682060
  010123  000013  000018  1  1      1.390779495239      5.641321659088      1.659398674965      3.951547503471
  010124  000013  000018  2  1      0.627169191837      4.815799772739      0.676260471344     -0.926072359085
  010125  000013  000018  1  1     -0.620114028454      3.547182381153     -0.267161369324      2.209054231644
  010126  000013  000018  2  1      0.056373920292     -3.426730547100      0.684808194637     -1.307573854923
  010127  000013  000018  1  1      0.717879772186      3.068778753281      0.300492107868      3.368512213230
  010128  000013  000018  2  1     -0.234055683017     -5.093430206180     -1.593717932701     -5.972415328026
  010129  000013  000018  1  1      1.687603950500     -0.762552976608      3.565323829651      6.609473943710
  010130  000013  000018  2  1     -0.980509698391      1.362197458744     -1.178671479225      0.457335114479
  010131  000013  000018  1  1      0.353688836098     -5.245934844017      0.350665152073     -1.583664476871
  010132  000013  000018  2  1      0.729196071625      8.889593601227      1.734692811966      4.342029333115
  010133  000013  000018  1  1      1.802042484283      2.600281298161      2.539056777954      0.429749965668
  010134  000013  000018  2  1      0.967332720757      6.467708468437      2.454967975616      4.470313072205
  010135  000013  000018  1  1     -0.017862681299      3.684215661138      0.603638291359      1.020724207163
  010136  000013  000018  2  1      0.660950899124     -1.625477790833      1.569891810417     -0.248186707497
  010137  000013  000018  1  1      1.024449348450     -0.740715622902      2.332934141159     -3.206108331680
  010138  000013  000018  2  1      0.705054342747      3.991118729115      2.247445821762      2.493192374706
  010139  000013  000018  1  1      1.883330821991      3.629668116570      3.783846139908      2.981914162636
  010140  000013  000018  2  1     -0.181438505650     -2.074547350407      0.731315374374      0.144213199615
  010141  000015  000080  1  1     -0.943397343159      0.008853614330      0.530925154686     -3.370363831520
  010142  000015  000080  2  1     -0.232631295919     -0.277282856405     -0.169232770801     -1.498621746898
  010143  000015  000080  1  1     -0.084767460823      1.501099348068      1.692336916924      2.292940258980
  010144  000015  000080  2  1      0.458685874939      3.666220903397     -0.700111508369     -0.103101968765
  010145  000015  000080  1  1     -0.369566231966      6.177310675383      0.868553757668      1.212404340506
  010146  000015  000080  2  1      0.033159270883     -1.955585345626     -1.524731516838     -1.623301453888
  010147  000015  000080  1  1      0.612827420235     -3.678947806358      1.206264853477      3.168295741081
  010148  000015  000080  2  1      0.933878362179      6.102529942989      2.956817626953      1.133494734764
  010149  000015  000080  1  1      0.305865883827     -1.047522544861      0.974965751171      3.046621263027
  010150  000015  000080  2  1      0.906378269196     -0.116611957550      2.000215291977      5.039884567261
  010151  000015  000080  1  1     -0.001719108433      0.246079334407      1.637438416481      4.790289521217
  010152  000015  000080  2  1      0.004661420826      0.068336630706     -1.676209092140      1.299339652061
  010153  000015  000080  1  1      0.271968901157      0.122001528740     -0.739104509354     -3.044040441513
  010154  000015  000080  2  1      0.512974977493     -1.373987913132      2.187248945236      3.172637760639
  010155  000015  000080  1  1      0.072614885867     -0.223011754453      0.841327369213      0.367684990168
  010156  000015  000080  2  1      0.383592933416     -2.221503168344      2.407454967499      1.250240445137
  010157  000015  000080  1  1      0.710978984833      2.147555589676      2.270516872406      5.162505865097
  010158  000015  000080  2  1     -0.117240391672      0.642138756812      1.443999290466      3.867630481720
  010159  000015  000080  1  1      0.918986618519      0.745973438025      1.592561841011      3.861529707909
  010160  000015  000080  2  1      0.808915019035      3.942196488380      2.295079231262      4.652562379837
  010161  000017  000074  1  1      0.562720358372      2.715623676777      0.702503502369     -3.015739619732
  010162  000017  000074  2  1      0.408301025629      2.038751274347      0.104254178703     -1.158174462616
  010163  000017  000074  1  1      1.032237410545     -0.712235331535      2.562510490417      4.013208031654
  010164  000017  000074  2  1      0.904546737671     -3.124889850616      2.736084699631      3.084563821554
  010165  000017  000074  1  1      0.739937245846     -2.557526648045      1.712712287903      0.186519742012
  010166  000017  000074  2  1      1.846608519554     -0.192451119423      2.819184780121      8.166083812714
  010167  000017  000074  1  1      0.769230961800      1.768027901649      1.314126610756      1.557319253683
  010168  000017  000074  2  1      1.405184626579     -1.888442635536      3.513843059540      1.431085109711
  010169  000017  000074  1  1      0.517307460308     -2.238798439503      0.805496275425     -5.243937909603
  010170  000017  000074  2  1      0.964136004448      2.166067481041      2.639308929443      1.189767360687
  010171  000017  000074  1  1      1.863140225410      5.523462176323      3.656847000122      6.097632169724
  010172  000017  000074  2  1      0.734968006611     -1.821835935116      0.688018321991     -4.284844398499
  010173  000017  000074  1  1      1.702792763710      1.042660474777      3.002972126007      7.060444831848
  010174  000017  000074  2  1      0.628564000130     -5.458293795586      0.157356172800     -1.669784516096
  010175  000017  000074  1  1      1.678108572960      6.969911456108      1.854092597961      3.727747917175
  010176  000017  000074  2  1      1.256679892540      2.350685596466      0.647529721260      1.963035702705
  010177  000017  000074  1  1      1.247954010963     -4.287110686302      2.783779144287      2.794170049950
  010178  000017  000074  2  1      0.746325314045      5.414820969105      3.014500617981      3.737617671490
  010179  000017  000074  1  1      0.868610024452     -1.540276646614      0.722211301327      2.356365025043
  010180  000017  000074  2  1      0.694274902344     -0.721783638000      1.154870867729      1.629383355379
  010181  000019  000038  1  1      1.238309741020      0.003650546074     -0.136867001653      0.785653397441
  010182  000019  000038  2  1     -0.618851959705     -1.410235106945     -1.028697252274      0.877048850060
  010183  000019  000038  1  1      0.854213297367     -4.963016927242      1.929405570030     -0.761841416359
  010184  000019  000038  2  1     -0.571099340916     -2.849798500538      1.252084016800      2.856025815010
  010185  000019  000038  1  1      0.870654344559      1.855877459049      2.065509319305     -1.335145473480
  010186  000019  000038  2  1      0.185848593712     -5.667847275734     -0.467130571604     -2.617411285639
  010187  000019  000038  1  1      1.355780959129      8.589471220970      1.175510048866     -4.425080657005
  010188  000019  000038  2  1     -0.606617629528     -3.819571673870     -1.548233032227      1.194774150848
  010189  000019  000038  1  1     -0.052397582680     -3.810074660927      0.165873512626     -1.000152245164
  010190  000019  000038  2  1      0.326133459806     -0.227424651384      0.494561940432     -0.373245567083
